state, learning_error, dispersion, majority_error, threshold 
bp_step,0.32450331125827814,6.728671109192952E-4,0.33774834437086093,0.9851285113966506,
bp_step,0.32450331125827814,8.033177503077304E-4,0.33774834437086093,0.9811997056038482,
bp_step,0.32450331125827814,9.681371082999046E-4,0.33774834437086093,0.9753811658866505,
bp_step,0.31788079470198677,0.0011859116054987462,0.33774834437086093,0.9662549446751054,
bp_step,0.32450331125827814,0.0014674684197794052,0.33774834437086093,0.9506951319160668,
bp_step,0.32450331125827814,0.0017970072681651184,0.33774834437086093,0.9222558104799863,
bp_step,0.33112582781456956,0.002071315530532858,0.33774834437086093,0.8566404316855707,
bp_step,0.33112582781456956,0.002234380037956396,0.33774834437086093,0.7542668088486911,
bp_step,0.32450331125827814,0.0035833636388686863,0.33774834437086093,0.6522835945325236,
bp_step,0.31125827814569534,0.007593796991888668,0.33774834437086093,0.6079125070145974,
bp_step,0.2781456953642384,0.010713789414375285,0.33774834437086093,0.609592570802959,
bp_step,0.2781456953642384,0.010544452759163492,0.33774834437086093,0.6457111480652629,
bp_step,0.26490066225165565,0.009401992664318404,0.33774834437086093,0.6679618755949005,
bp_step,0.2781456953642384,0.009167276207297292,0.33774834437086093,0.6583429791767824,
bp_step,0.2781456953642384,0.009662443905372964,0.33774834437086093,0.6487694502231871,
bp_step,0.2582781456953642,0.010141065453393328,0.33774834437086093,0.649587515885331,
bp_step,0.2582781456953642,0.010309763152306362,0.33774834437086093,0.6526425039854804,
bp_step,0.2582781456953642,0.010351771472634552,0.33774834437086093,0.6548391533353544,
bp_step,0.271523178807947,0.01046666916984651,0.33774834437086093,0.6520884254648682,
bp_step,0.26490066225165565,0.010665434025413645,0.33774834437086093,0.6528187555633698,
bp_step,0.2582781456953642,0.010872610777645564,0.33774834437086093,0.6525864960161549,
bp_step,0.25165562913907286,0.011050698055693364,0.33774834437086093,0.6528199032350075,
bp_step,0.25165562913907286,0.011214525657832763,0.33774834437086093,0.652860597178295,
bp_step,0.2582781456953642,0.01138597172808431,0.33774834437086093,0.65255060470668,
bp_step,0.2582781456953642,0.011568320009579525,0.33774834437086093,0.6522776382132652,
bp_step,0.25165562913907286,0.011753959164713335,0.33774834437086093,0.6521455431646415,
bp_step,0.25165562913907286,0.011938305439378794,0.33774834437086093,0.6519932020356428,
bp_step,0.25165562913907286,0.012122617002431224,0.33774834437086093,0.6518264450865452,
bp_step,0.25165562913907286,0.01230937953807043,0.33774834437086093,0.6516315930998104,
bp_step,0.25165562913907286,0.01249914729647339,0.33774834437086093,0.6514289453358131,
bp_step,0.2582781456953642,0.012691138940380764,0.33774834437086093,0.6512327167667478,
bp_step,0.2582781456953642,0.012884825945279843,0.33774834437086093,0.6510402132879958,
bp_step,0.2582781456953642,0.013080353578515336,0.33774834437086093,0.6508442445607783,
bp_step,0.2582781456953642,0.01327804202725602,0.33774834437086093,0.6506547533346634,
bp_step,0.26490066225165565,0.013477996242705181,0.33774834437086093,0.6504385779124118,
bp_step,0.26490066225165565,0.013680156549731981,0.33774834437086093,0.650232835706104,
bp_step,0.26490066225165565,0.013884488038068077,0.33774834437086093,0.650025389795083,
bp_step,0.26490066225165565,0.014091037472243939,0.33774834437086093,0.6498153336179625,
bp_step,0.26490066225165565,0.014299874508868382,0.33774834437086093,0.6496027003689107,
bp_step,0.26490066225165565,0.01451104256272473,0.33774834437086093,0.649392681331254,
bp_step,0.26490066225165565,0.014724564388365557,0.33774834437086093,0.6462686871046681,
bp_step,0.26490066225165565,0.014940466007625441,0.33774834437086093,0.6460274660905487,
bp_step,0.26490066225165565,0.015158783980459667,0.33774834437086093,0.6457557126282358,
bp_step,0.26490066225165565,0.015379557704576219,0.33774834437086093,0.6454805798873853,
bp_step,0.26490066225165565,0.015602823048210146,0.33774834437086093,0.6452294797373452,
bp_step,0.26490066225165565,0.0158286132378741,0.33774834437086093,0.644994892015315,
bp_step,0.26490066225165565,0.016056962074399883,0.33774834437086093,0.6447573625195488,
bp_step,0.26490066225165565,0.016287904798876207,0.33774834437086093,0.6476216847866298,
bp_step,0.26490066225165565,0.01652147695892281,0.33774834437086093,0.6439324386240033,
bp_step,0.26490066225165565,0.01675771355380573,0.33774834437086093,0.6436833269896283,
bp_step,0.26490066225165565,0.016996649208631198,0.33774834437086093,0.6434310348618292,
bp_step,0.26490066225165565,0.017238318624402615,0.33774834437086093,0.6431532522013765,
bp_step,0.2582781456953642,0.017482756657754783,0.33774834437086093,0.6464256776188408,
bp_step,0.2582781456953642,0.017729998127295366,0.33774834437086093,0.6474298235591762,
bp_step,0.2582781456953642,0.0179800776875102,0.33774834437086093,0.6471655741337601,
bp_step,0.2582781456953642,0.01823302985726094,0.33774834437086093,0.6468979903051095,
bp_step,0.2582781456953642,0.018488889074953496,0.33774834437086093,0.6466270255260195,
bp_step,0.2582781456953642,0.018747689689689095,0.33774834437086093,0.6463672485213734,
bp_step,0.2582781456953642,0.019009465915034718,0.33774834437086093,0.6461432502733577,
bp_step,0.2582781456953642,0.01927425179925113,0.33774834437086093,0.6459163876300489,
bp_step,0.2582781456953642,0.019542081219413587,0.33774834437086093,0.6456866268264374,
bp_step,0.2582781456953642,0.019812987875957977,0.33774834437086093,0.6447586899391816,
bp_step,0.2582781456953642,0.020087005275292946,0.33774834437086093,0.6393218864330509,
bp_step,0.2582781456953642,0.020364166707465547,0.33774834437086093,0.6390837367969981,
bp_step,0.2582781456953642,0.02064450522762007,0.33774834437086093,0.6388378342847402,
bp_step,0.2582781456953642,0.020928053640936306,0.33774834437086093,0.6384757146304756,
bp_step,0.2582781456953642,0.021214844486579842,0.33774834437086093,0.6381090142645964,
bp_step,0.2582781456953642,0.021504910019208623,0.33774834437086093,0.6377692478268283,
bp_step,0.2582781456953642,0.02179828218981983,0.33774834437086093,0.6374510423809943,
bp_step,0.2582781456953642,0.022094992627319066,0.33774834437086093,0.6371287552605618,
bp_step,0.25165562913907286,0.022395072620397194,0.33774834437086093,0.6433874695371645,
bp_step,0.25165562913907286,0.022698553098871255,0.33774834437086093,0.6430804936114428,
bp_step,0.25165562913907286,0.02300546461442332,0.33774834437086093,0.6427727979019562,
bp_step,0.25165562913907286,0.023315837321190913,0.33774834437086093,0.642230309240333,
bp_step,0.24503311258278146,0.023629700956401933,0.33774834437086093,0.641979115953947,
bp_step,0.24503311258278146,0.023947084820902576,0.33774834437086093,0.6417270717087131,
bp_step,0.24503311258278146,0.024268017759446647,0.33774834437086093,0.6414720269143498,
bp_step,0.24503311258278146,0.02459252814079893,0.33774834437086093,0.641213961539097,
bp_step,0.24503311258278146,0.024920643837770484,0.33774834437086093,0.640952856187794,
bp_step,0.24503311258278146,0.025252392207203433,0.33774834437086093,0.6406886921265762,
bp_step,0.24503311258278146,0.025587800069891475,0.33774834437086093,0.6404214513081022,
bp_step,0.24503311258278146,0.025926893690413344,0.33774834437086093,0.6401353568986438,
bp_step,0.24503311258278146,0.02626969875693763,0.33774834437086093,0.6398339372068518,
bp_step,0.24503311258278146,0.026616240361022725,0.33774834437086093,0.6395289470209199,
bp_step,0.24503311258278146,0.026966542977438168,0.33774834437086093,0.6392203644845211,
bp_step,0.24503311258278146,0.02732063044399824,0.33774834437086093,0.638908168596751,
bp_step,0.24503311258278146,0.02767852594145115,0.33774834437086093,0.638592339241558,
bp_step,0.24503311258278146,0.02804025197342519,0.33774834437086093,0.6382728572169583,
bp_step,0.24503311258278146,0.02840583034647637,0.33774834437086093,0.6379497042640305,
bp_step,0.24503311258278146,0.02877528215024605,0.33774834437086093,0.6376228630957379,
bp_step,0.24503311258278146,0.029148627737740407,0.33774834437086093,0.6372923174255133,
bp_step,0.24503311258278146,0.029525886705770832,0.33774834437086093,0.6369580519955405,
bp_step,0.24503311258278146,0.02990707787556146,0.33774834437086093,0.6366200526046555,
bp_step,0.24503311258278146,0.03029221927355774,0.33774834437086093,0.6324689819553221,
bp_step,0.24503311258278146,0.030681328112449613,0.33774834437086093,0.6320910671840183,
bp_step,0.24503311258278146,0.031074420772426725,0.33774834437086093,0.6317090851998008,
bp_step,0.24503311258278146,0.0314715127827041,0.33774834437086093,0.6313230264197512,
bp_step,0.24503311258278146,0.0318726188033186,0.33774834437086093,0.6309328825019498,
bp_step,0.24503311258278146,0.032277752607234866,0.33774834437086093,0.630538646370121,
bp_step,0.24503311258278146,0.03268692706277043,0.33774834437086093,0.630140312237574,
bp_step,0.23841059602649006,0.03310015411637279,0.33774834437086093,0.6300918655450565,
bp_step,0.23841059602649006,0.03351744477575602,0.33774834437086093,0.6296511123780357,
bp_step,0.23841059602649006,0.03393880909343172,0.33774834437086093,0.6292000007081622,
bp_step,0.23841059602649006,0.034364256150645645,0.33774834437086093,0.6287058323286552,
bp_step,0.23841059602649006,0.03479379404174965,0.33774834437086093,0.6282064065777258,
bp_step,0.23841059602649006,0.03522742985901983,0.33774834437086093,0.6277026381696462,
bp_step,0.23841059602649006,0.03566516967795186,0.33774834437086093,0.6272705282045583,
bp_step,0.23841059602649006,0.0361070185430471,0.33774834437086093,0.6268342258647941,
bp_step,0.23178807947019867,0.036552980454112705,0.33774834437086093,0.6272169359292177,
bp_step,0.23178807947019867,0.03700305835309603,0.33774834437086093,0.626753243548936,
bp_step,0.23841059602649006,0.0374572541114746,0.33774834437086093,0.6255001958626221,
bp_step,0.23841059602649006,0.037915568518214315,0.33774834437086093,0.6250471622923148,
bp_step,0.23841059602649006,0.03837800126832824,0.33774834437086093,0.6245899625341762,
bp_step,0.23841059602649006,0.038844550952039425,0.33774834437086093,0.6241286061042932,
bp_step,0.23178807947019867,0.03931521504458324,0.33774834437086093,0.62374913876603,
bp_step,0.23178807947019867,0.039789989896650724,0.33774834437086093,0.6232167587864296,
bp_step,0.23178807947019867,0.04026887072550367,0.33774834437086093,0.6227197138277216,
bp_step,0.23178807947019867,0.040751851606775635,0.33774834437086093,0.6222418551151704,
bp_step,0.23841059602649006,0.04123892546697394,0.33774834437086093,0.6215897854403398,
bp_step,0.23841059602649006,0.04173008407669576,0.33774834437086093,0.6210375531756829,
bp_step,0.23841059602649006,0.04222531804458873,0.33774834437086093,0.6204803895715936,
bp_step,0.23841059602649006,0.042724616812053084,0.33774834437086093,0.6199183107306641,
bp_step,0.23841059602649006,0.04322796864871403,0.33774834437086093,0.6193513344714705,
bp_step,0.23841059602649006,0.043735360648675004,0.33774834437086093,0.6187794803327126,
bp_step,0.23841059602649006,0.04424677872755978,0.33774834437086093,0.6182027695759592,
bp_step,0.23841059602649006,0.04476220762036631,0.33774834437086093,0.6176438672363014,
bp_step,0.23841059602649006,0.04528163088013948,0.33774834437086093,0.6171641252303905,
bp_step,0.23841059602649006,0.045805030877469344,0.33774834437086093,0.6166643252635429,
bp_step,0.23841059602649006,0.04633238880084034,0.33774834437086093,0.6161602381904305,
