weights,lambda_0,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8,lambda_9,lambda_10,lambda_11,lambda_12,lambda_13,lambda_14,lambda_15,lambda_16,lambda_17,lambda_18,lambda_19,lambda_20,lambda_21,lambda_22,lambda_23,lambda_24,lambda_25,lambda_26,lambda_27,lambda_28,lambda_29,lambda_30,lambda_31,lambda_32,lambda_33,lambda_34,lambda_35,lambda_36,lambda_37,lambda_38,lambda_39,lambda_40,lambda_41,lambda_42,lambda_43,lambda_44,lambda_45,lambda_46,lambda_47,lambda_48,lambda_49,lambda_50,lambda_51,lambda_52,lambda_53,lambda_54,lambda_55,lambda_56,lambda_57,lambda_58,lambda_59,lambda_60,lambda_61,lambda_62,lambda_63,lambda_64,lambda_65,lambda_66,lambda_67,lambda_68,lambda_69,lambda_70,lambda_71,lambda_72,lambda_73,lambda_74,lambda_75,lambda_76,lambda_77,lambda_78,lambda_79,lambda_80,lambda_81,lambda_82,lambda_83,lambda_84,lambda_85,lambda_86,lambda_87,lambda_88,lambda_89,lambda_90,lambda_91,lambda_92,lambda_93,lambda_94,lambda_95,lambda_96,lambda_97,lambda_98,lambda_99,lambda_100,lambda_101,lambda_102,lambda_103,lambda_104,lambda_105,lambda_106,lambda_107,lambda_108,lambda_109,lambda_110,lambda_111,lambda_112,lambda_113,lambda_114,lambda_115,lambda_116,lambda_117,lambda_118,lambda_119,lambda_120,lambda_121,lambda_122,lambda_123,lambda_124,lambda_125,lambda_126,lambda_127,lambda_128,lambda_129,lambda_130,lambda_131,lambda_132,lambda_133,lambda_134,lambda_135,lambda_136,lambda_137,lambda_138,lambda_139,lambda_140,lambda_141,lambda_142,lambda_143,lambda_144,lambda_145,lambda_146,lambda_147,lambda_148,lambda_149,lambda_150,lambda_151,lambda_152,lambda_153,lambda_154,lambda_155,lambda_156,lambda_157,lambda_158,lambda_159,lambda_160,lambda_161,lambda_162,lambda_163,lambda_164,lambda_165,lambda_166,lambda_167,lambda_168,lambda_169,lambda_170,lambda_171,lambda_172,lambda_173,lambda_174,lambda_175,lambda_176,lambda_177,lambda_178,lambda_179,lambda_180,lambda_181,lambda_182,lambda_183,lambda_184,lambda_185,lambda_186,lambda_187,lambda_188,lambda_189,lambda_190,lambda_191,lambda_192,lambda_193,lambda_194,lambda_195,lambda_196,lambda_197,lambda_198,lambda_199,lambda_200,lambda_201,lambda_202,lambda_203,lambda_204,lambda_205,lambda_206,lambda_207,lambda_208,lambda_209,lambda_210,lambda_211,lambda_212,lambda_213,lambda_214,lambda_215,lambda_216,lambda_217,lambda_218,lambda_219,lambda_220,lambda_221,lambda_222,lambda_223,lambda_224,lambda_225,lambda_226,lambda_227,lambda_228,lambda_229,lambda_230,lambda_231,lambda_232,lambda_233,lambda_234,lambda_235,lambda_236,lambda_237,lambda_238,lambda_239,lambda_240,lambda_241,lambda_242,atomLambda_1 = c_28,atomLambda_2 = c_14,atomLambda_3 = c_16,atomLambda_4 = n_31,atomLambda_5 = o_40,atomLambda_6 = i_95,atomLambda_7 = o_51,atomLambda_8 = c_25,atomLambda_9 = n_36,atomLambda_10 = c_21,atomLambda_11 = cl_93,atomLambda_12 = n_34,atomLambda_13 = o_52,atomLambda_14 = o_41,atomLambda_15 = br_94,atomLambda_16 = c_194,atomLambda_17 = n_35,atomLambda_18 = o_49,atomLambda_19 = c_29,atomLambda_20 = o_45,atomLambda_21 = n_32,atomLambda_22 = c_27,atomLambda_23 = f_92,atomLambda_24 = c_19,atomLambda_25 = n_38,atomLambda_26 = h_8,atomLambda_27 = c_232,atomLambda_28 = c_22,atomLambda_29 = o_42,atomLambda_30 = c_230,atomLambda_31 = h_3,atomLambda_32 = c_26,atomLambda_33 = c_10,atomLambda_34 = c_195,atomLambda_35 = h_1,atomLambda_36 = o_50,bondLambda_1 = 2,bondLambda_2 = 3,bondLambda_3 = 7,bondLambda_4 = 1,bondLambda_5 = 4,bondLambda_6 = 5,
atomKappa_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3523001294659898,0.12322257738757678,0.08766325111788295,0.14174158830651365,-0.06605365942530984,0.015596062818289477,0.21529010461352413,0.6053610775077705,0.4457632102542813,0.4331279968766616,-0.14698344318013462,-1.1400119654674747,0.04983410398987035,0.007182538155759888,0.12415846672622187,0.3580884830537485,-0.17741701671319493,0.06237999583576959,1.9712007230417392,0.8600021498557993,-0.1634196190894094,3.2340311910170896,-0.07455631736621017,1.0587233833300256,0.11156742771011023,0.12350367896748261,0.04834369614513933,-1.2033130838241781,0.0046372012129619845,0.13909843818396658,-0.6810276777811564,0.010200893679064616,0.4901770046129152,0.7827393275002967,-0.3567238208072187,-0.2660936228037929,0,0,0,0,0,0,
atomKappa_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737480666293273,0.04263876328906501,0.24085410929205847,0.8394322577274922,-0.0027004690399925124,0.062018436018906664,0.10374177107384344,0.29277635536391605,0.15422458522847995,-0.12684801729624107,0.19054509100021633,0.4344304869047114,0.2789822330102167,-0.001149503403377917,0.22943489403429448,0.20972812622579973,-0.1120895358667936,0.18862642061354787,0.8773253209845207,0.07537802922004533,-0.14098591582563258,1.5467178861792925,0.04790502487133996,0.1392303031180639,0.12129055250734348,0.11929250202413853,0.02069245835172985,-0.8406859132004327,0.6715030260346029,0.09333752852071628,-0.30274328745469936,-0.2920988411990608,0.21844401973300986,0.40905360900081594,-0.03202904094535612,-0.14764782880460942,0,0,0,0,0,0,
atomKappa_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6871628323411676,0.023838241756628027,0.06269032056007942,0.23398834917350583,0.03868103322523756,0.34153074135590156,0.430890897149529,0.09937916692615502,0.12716370510099664,-0.15745523751960655,-0.29180118702672286,-1.0224444482420445,0.3428204202446571,0.1656793614309266,0.2569718351113681,0.1571407786507668,0.026692930596906278,0.28916623928278146,1.8031137909885473,0.23847272099726155,-0.34535841328246,3.5213340788829997,0.35362872286583413,0.040809370497796774,-0.017354175283545537,0.4722039071650932,0.15728654699616398,-1.2122107281732295,0.3111577494047023,0.06934848938765611,-0.5289626410328644,-0.5870355446909615,0.5809334325207263,0.7876285955704208,-0.25676547982509107,-0.2887994025346972,0,0,0,0,0,0,
bondKappa_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22409081112864096,0.3012080576120504,0.9700738907537815,-0.02742881642429349,0.08728923669077228,0.06622606962476876,
bondKappa_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21618244286918972,0.0533510119511001,0.8019282642927154,0.07040762356042245,0.19385575562045448,0.04393040008472064,
bondKappa_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12683423015546738,0.0345773313866712,1.8511383703581188,-1.2636647989859284,0.08681430974814086,0.09986105164538595,
finalKappa,0.03321223206964083,0.7641788160614577,0.28601237225998527,0.09849915916474489,0.266344503857792,0.5676317911461276,0.32268502381505765,0.4209690537878261,0.16240140637718592,0.0504077216578224,0.22224066634031775,0.088949929963177,0.6234661899465682,0.1383904469981411,0.45721707995810856,0.06408672252957083,0.1637872711186261,0.04818902725062747,0.11985952950042329,0.10576006847122986,0.20470809790171027,0.23494467799060162,0.28859285302137705,0.11600413943675648,0.35426636522114807,0.42423133103313665,0.10261893964607706,0.06692543971059774,0.013890352309434403,0.6389605904714103,0.3121554693114087,0.10746843590727444,0.01601838279239884,0.21890871705734902,0.38965870075353,0.46658043710252795,0.02070176083615932,0.062084356320417616,0.15206946354063644,0.1267506439450389,0.02241720309583731,0.1102667330200842,0.09222061777394182,0.09051605153189012,0.18492769546412566,1.1757597515861575,0.07074976185238958,0.07572110351067471,0.5081940681511655,0.1356711601013596,0.08712992616147651,0.05327659470330841,0.0787901273005104,0.2393208443881393,0.5512984534394102,0.23648302590336323,0.18235538992662334,0.04110283825215962,0.11044363163391127,0.4690024614494566,0.18821685918290085,0.08465811596998751,0.43944065249595887,0.19443035619280646,0.06528852115191766,0.6546707989474516,0.2548930517675197,0.14715206917251047,0.18471908348351057,0.32948052155397034,0.24721868038272943,0.13098135457154267,0.37867533918088875,0.2357330746950257,0.35407383106892537,0.16423009115498885,0.25267103477401054,0.3119269249626623,0.10854891329475311,0.16293086725393055,0.5490202804167944,0.001324956482919623,0.017463109350965157,0.028684833841956702,0.1721621584918478,0.1832441091117831,0.12660083618330004,1.022822763222962,0.6397861661513352,0.05609464367365656,0.23075779715637587,0.044040212497093494,0.15162099625411327,0.21956423519405613,0.25437409917248727,0.38450063428656295,0.34953273422687164,0.19599941690183043,0.02226151532463866,0.02065637076870319,0.25146908926327544,0.09401923627702222,0.13017169712752294,0.16626320921203402,0.036843138801314054,0.0396087220116478,0.5776222524548952,0.27774166566528435,0.015916084359522836,0.14860923966174142,0.0460026736737655,0.009692632093486574,0.22390603743666412,-0.006664433976288982,0.024021703985081442,0.04083517174767818,0.1904196885445801,0.3341578907179013,0.23039539836388911,0.24719644794664863,1.1832217879606075,0.23439421221253892,0.2574118412789077,0.39019674759522666,0.0292732047203949,-0.008323144866617971,0.27972383607714885,-0.003121882507914376,0.5702959804851645,-0.013679691384514157,0.15752407826224932,0.11905621091541795,0.840805157923629,0.361190383497501,0.02826921546022888,0.25621800758779284,0.28796969899216024,0.3800802029670314,0.03521572165447691,0.2212902941475922,0.13053901916027338,0.13288665406584824,0.12768298085815846,0.21726050563989277,0.34669591284703966,0.27284908754837406,0.17334540515535232,-0.0038193312164483285,0.0909904526767729,0.01280038229940068,0.06675538324920813,0.12272736146725881,0.16237216456033207,0.06892810433782136,0.7775343437530507,0.35720289418989076,0.05314211175889167,0.014583548499013908,0.19962049431771287,0.20091926343397276,0.5182794843299928,0.4356783325864692,0.1453526572608671,0.04211846575183701,0.8165109775639418,0.24427040979192224,0.14006812631989893,0.25654673010675133,0.6565992202939251,0.10892786047595217,0.7518015618136116,0.11395965095057829,0.1760609008518282,0.07931844420890327,0.0873235894332548,0.27038816708575475,0.18694800172701231,0.0018026410938478718,0.2450814858326726,0.4012750156911062,0.19117120708690621,0.14078860983760177,0.5255802488558262,0.0636848450326226,0.18279928898540318,0.2012348434874584,0.1358282580533191,0.17995744501254507,0.12655761719273523,0.185652818176518,0.5407007030046416,0.3436571877977716,0.17026018516330343,0.08596835713322006,0.08150474053098929,0.02147803476703667,0.025205902559444784,0.12444587471118838,0.04195908451005142,0.6579376489294381,0.34748612045417576,0.43692416084641433,-0.004405458923049962,0.04554816690459215,0.30910186634394526,-0.0011788480130130931,0.6109367797322505,0.29607303115625727,0.08923250528126965,0.06400876879526188,0.19733209053758888,0.37120349477024556,0.12750420369947438,0.05190848818922014,0.1005933859321049,0.2219743108908117,0.21218999707056935,0.15105225813750747,0.36508052361756443,0.059693652001887955,0.28947442532694534,0.12122943873220085,0.5462134355181556,0.13615392136388882,0.24186705330144811,0.11546024196782555,0.09686862363231132,0.26883681132490755,0.09349906711219665,0.47142812179748406,0.047068007044700884,0.04996248964473404,0.25473110353639095,0.19433963490034967,0.10599903937351836,0.06525647590094764,0.23537189287120447,0.11943624171190102,0.22634434591567001,0.2772942837107511,0.3769455749869318,0.16808373651214384,0.23130803659219143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
