weights,lambda_0,lambda_1,lambda_2,lambda_3,lambda_4,lambda_5,lambda_6,lambda_7,lambda_8,lambda_9,lambda_10,lambda_11,lambda_12,lambda_13,lambda_14,lambda_15,lambda_16,lambda_17,lambda_18,lambda_19,lambda_20,lambda_21,lambda_22,lambda_23,lambda_24,lambda_25,lambda_26,lambda_27,lambda_28,lambda_29,lambda_30,lambda_31,lambda_32,lambda_33,lambda_34,lambda_35,lambda_36,lambda_37,lambda_38,lambda_39,lambda_40,lambda_41,lambda_42,lambda_43,lambda_44,lambda_45,lambda_46,lambda_47,lambda_48,lambda_49,lambda_50,lambda_51,lambda_52,lambda_53,lambda_54,lambda_55,lambda_56,lambda_57,lambda_58,lambda_59,lambda_60,lambda_61,lambda_62,lambda_63,lambda_64,lambda_65,lambda_66,lambda_67,lambda_68,lambda_69,lambda_70,lambda_71,lambda_72,lambda_73,lambda_74,lambda_75,lambda_76,lambda_77,lambda_78,lambda_79,lambda_80,lambda_81,lambda_82,lambda_83,lambda_84,lambda_85,lambda_86,lambda_87,lambda_88,lambda_89,lambda_90,lambda_91,lambda_92,lambda_93,lambda_94,lambda_95,lambda_96,lambda_97,lambda_98,lambda_99,lambda_100,lambda_101,lambda_102,lambda_103,lambda_104,lambda_105,lambda_106,lambda_107,lambda_108,lambda_109,lambda_110,lambda_111,lambda_112,lambda_113,lambda_114,lambda_115,lambda_116,lambda_117,lambda_118,lambda_119,lambda_120,lambda_121,lambda_122,lambda_123,lambda_124,lambda_125,lambda_126,lambda_127,lambda_128,lambda_129,lambda_130,lambda_131,lambda_132,lambda_133,lambda_134,lambda_135,lambda_136,lambda_137,lambda_138,lambda_139,lambda_140,lambda_141,lambda_142,lambda_143,lambda_144,lambda_145,lambda_146,lambda_147,lambda_148,lambda_149,lambda_150,lambda_151,lambda_152,lambda_153,lambda_154,lambda_155,lambda_156,lambda_157,lambda_158,lambda_159,lambda_160,lambda_161,lambda_162,lambda_163,lambda_164,lambda_165,lambda_166,lambda_167,lambda_168,lambda_169,lambda_170,lambda_171,lambda_172,lambda_173,lambda_174,lambda_175,lambda_176,lambda_177,lambda_178,lambda_179,lambda_180,lambda_181,lambda_182,lambda_183,lambda_184,lambda_185,lambda_186,lambda_187,lambda_188,lambda_189,lambda_190,lambda_191,lambda_192,lambda_193,lambda_194,lambda_195,lambda_196,lambda_197,lambda_198,lambda_199,lambda_200,lambda_201,lambda_202,lambda_203,lambda_204,lambda_205,lambda_206,lambda_207,lambda_208,lambda_209,lambda_210,lambda_211,lambda_212,lambda_213,lambda_214,lambda_215,lambda_216,lambda_217,lambda_218,lambda_219,lambda_220,lambda_221,lambda_222,lambda_223,lambda_224,lambda_225,lambda_226,lambda_227,lambda_228,lambda_229,lambda_230,lambda_231,lambda_232,lambda_233,lambda_234,lambda_235,lambda_236,lambda_237,lambda_238,lambda_239,lambda_240,lambda_241,lambda_242,atomLambda_1 = c_28,atomLambda_2 = c_14,atomLambda_3 = c_16,atomLambda_4 = n_31,atomLambda_5 = o_40,atomLambda_6 = i_95,atomLambda_7 = o_51,atomLambda_8 = c_25,atomLambda_9 = n_36,atomLambda_10 = c_21,atomLambda_11 = cl_93,atomLambda_12 = n_34,atomLambda_13 = o_52,atomLambda_14 = o_41,atomLambda_15 = br_94,atomLambda_16 = c_194,atomLambda_17 = n_35,atomLambda_18 = o_49,atomLambda_19 = c_29,atomLambda_20 = o_45,atomLambda_21 = n_32,atomLambda_22 = c_27,atomLambda_23 = f_92,atomLambda_24 = c_19,atomLambda_25 = n_38,atomLambda_26 = h_8,atomLambda_27 = c_232,atomLambda_28 = c_22,atomLambda_29 = o_42,atomLambda_30 = c_230,atomLambda_31 = h_3,atomLambda_32 = c_26,atomLambda_33 = c_10,atomLambda_34 = c_195,atomLambda_35 = h_1,atomLambda_36 = o_50,bondLambda_1 = 2,bondLambda_2 = 3,bondLambda_3 = 7,bondLambda_4 = 1,bondLambda_5 = 4,bondLambda_6 = 5,
atomKappa_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2345852877859394,0.14130758193401916,0.032517143251700416,0.13459415370314368,-0.01963774281084126,0.006490356060308873,0.20261209418356077,0.5836090005385446,0.5012232860807466,0.6651409264535842,0.11935212394552468,-0.05736355723491956,0.004264095988113692,0.04830239246006166,0.13388671805813535,0.2689750535668268,0.2100716444629483,0.03350201541688378,0.6221808806308674,0.8592363245170168,0.16607498915699703,0.7691328477570488,0.023380976653866382,1.04164455709643,0.1995107265156794,0.1226661936135811,0.01793821390773722,0.06594739959370467,0.024862205366881523,0.09859590901549574,-0.021668447230184903,0.5601177797069388,0.09278261566770331,0.17771785953999636,0.09694760259011073,0.0984680188437913,0,0,0,0,0,0,
atomKappa_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2175922433909284,0.059073372066727525,0.2205118714133087,0.8362354115676537,0.04324797036795156,0.057818749812783,0.09785540463744768,0.28234289476762114,0.18081821435644072,0.007785271247078268,0.3221043136050783,0.9645985316669167,0.25900578775229105,0.01868944983029267,0.23434515587746108,0.1695669370388848,0.05621679970228161,0.17523900072800208,0.26112967225728506,0.07634772741098851,0.023176760448323827,0.3031043104676119,0.09803664680186243,0.1316039487816641,0.1902673969385757,0.11943643729349739,0.006703051455199651,-0.1272096326953124,0.6810961652832361,0.07487961120396308,0.03623592666140534,0.0017241958920944716,0.06176706119743661,0.1294309913142811,0.1886500436149554,0.026927849008522874,0,0,0,0,0,0,
atomKappa_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49148885208748805,0.05476332070028974,0.014541807314401033,0.22669314139907365,0.09726547646787657,0.33214812073754024,0.4176973976086209,0.07718413741911477,0.1853759817166965,0.0953381791353988,-0.013673862966509796,0.0539225137758761,0.299745028842083,0.2088058358171208,0.2671424598977619,0.06570759854793022,0.4381944925682464,0.25884220779917344,0.39007374448658005,0.23370824866662035,0.012351008733841515,0.9262961396767407,0.45961787721867653,0.023179778577454208,0.08556281147580364,0.46998191398621697,0.12480982617468332,0.2639661915498867,0.33236729371935136,0.02671657767266471,0.15318002163934652,-0.032665956460911284,0.11845984002671595,0.14606180828532192,0.21079766903302316,0.09638855354927116,0,0,0,0,0,0,
bondKappa_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29377723734903166,0.2950608467051334,0.1427626998531529,0.6954227045350208,0.07311458495407319,0.052051417888069676,
bondKappa_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26974624029239835,0.0481752355024319,0.10623925365792884,0.6590000123213007,0.1819161155687366,0.03199076003300279,
bondKappa_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02647940125647216,0.02473293249708773,0.4975539787903027,-0.12399409980273708,0.06424250307642372,0.0772892449736688,
finalKappa,0.01587339497189659,0.7423398728606729,0.25219901008784434,0.07666021596396108,0.23999498387728493,0.5270677592360553,0.288871661642917,0.38040502187775316,0.1043248142905936,0.05629985114113168,0.22582878612980933,0.09011468379973571,0.6270543097360559,0.13967534920480126,0.4548739074787465,0.06525147636612956,0.1614440986392668,0.04156003291334621,0.09397428252252231,0.074332990924106,0.1568492210907191,0.2035176004434783,0.251610790676173,0.05989845590625102,0.30640748841016097,0.3681256475026334,0.023286444406235472,0.06796460382143116,0.012628246383515262,0.6331187876956001,0.31089336338548856,0.10390411639772204,0.0066881995748568936,0.21306691428153693,0.38032851753598806,0.4496095581597578,0.030690326555277012,0.07085732255511729,0.16065452802758798,0.1355236101797391,0.029977311290153196,0.11700520994339318,0.10080568226089365,0.09725452845519915,0.19079592885522353,1.1740296183931713,0.06616202319826242,0.06401566073091045,0.5036063294970385,0.12822432523395857,0.07111626042546151,0.041571151923544214,0.06277646156449544,0.21187551738166713,0.5215139430635394,0.2011992448891927,0.12885639961294162,0.00581905723798948,0.0696466849776436,0.4073259648745638,0.13471786886921933,0.022981619395093897,0.3518853820288506,0.19606876101066556,0.06408478473755795,0.6478291572071369,0.2536893153531583,0.14310613337089115,0.17358056240697203,0.3226388798136556,0.23608015930619083,0.11071355056083428,0.3369980609436737,0.18729603893154145,0.2816190293220824,0.11579305539150428,0.19745723502890433,0.22950782946639306,0.036094111547911804,0.0805117717576623,0.43375555267898513,0.007217085966228441,0.021051229140456592,0.029849587678515154,0.17575027828133932,0.1845290113184432,0.12425766370394033,1.0239875170595243,0.6374429936719757,0.049465649336375324,0.24363778129802194,0.05570087335238887,0.16433045472717273,0.23122489604935234,0.26481912241685995,0.39535000924007807,0.3622421926999331,0.20684879185534846,0.034181898878697894,0.02467522825530905,0.2526226673824619,0.09060087954950674,0.13132527524670912,0.1645519566500986,0.029088277735555064,0.03619036528413253,0.5698673913891347,0.26248938513119585,0.02590465007864051,0.15738220589644167,0.05458773816071735,0.018465598328186384,0.23146614563098022,7.404294701981762E-5,0.032606768472033254,0.04757364867098698,0.19628792193567798,0.3460772931714948,0.24164209783114632,0.25962956822991357,1.1944684874278662,0.24497135609000079,0.26883003781671877,0.4026298678784922,0.04069140125820716,0.004527532547449921,0.2900751106796582,0.00571056619445081,0.577818247500605,-0.0048472426821490455,0.1648408283959915,0.12428219590956385,0.8483274249390694,0.3664163684916461,0.030786262006827977,0.2578564124056505,0.2867659625777996,0.37323856122671667,0.03401198524011668,0.21724435834597286,0.11940049808373508,0.12604501232553342,0.11654445978162033,0.19699270162918434,0.35900859660042006,0.2836488630210034,0.18367190488672633,0.006980444256180697,0.10028119940133286,0.02083371768662688,0.07708188298058172,0.13076069685448435,0.16901521556040291,0.06726586760829684,0.7723400237497069,0.3433128573124293,0.04794779175554138,0.005856598727931705,0.18042325259599926,0.18702922655651044,0.4990822426082804,0.402960539998645,0.11946741028296722,0.010691388204712908,0.7686521007529479,0.21284333224479876,0.10308606397469378,0.2004410465762475,0.6087403434829313,0.05282217694544672,0.672469066573769,0.11797850843718381,0.17721447897101483,0.07590008748138774,0.08847716755244202,0.26867691452382064,0.17919314066125314,-0.001615715633667704,0.23732662476691335,0.3860227351570176,0.15418118311955195,0.096987354360125,0.4598730087489444,0.019883589555145534,0.13217064488948607,0.1254816367679587,0.07012101794643931,0.10420423829304562,0.02105066362124803,0.1839226849835348,0.5361129643505129,0.3319517450180081,0.1656724465091766,0.0785215222658185,0.06549107479497432,0.009772591987272487,0.009192236823429772,0.09700054770471678,0.05231035911256129,0.6667700976318043,0.3550083874696092,0.4457566095487775,0.0029112912106920817,0.05077415189873829,0.31662413335937883,0.00404713698113278,0.613453826278848,0.29045517825052736,0.08006816426829594,0.044415816456538,0.18816774952461493,0.35849054754638243,0.10259514567145199,0.03231553585049626,0.07568432790408262,0.18087100858522984,0.17051271883335448,0.10261522237402287,0.2926257218707214,0.01125661623840321,0.2342606255818409,0.03881034323593261,0.4737586337713171,0.053734825867620704,0.1266023255636423,0.11379800523830119,0.09167430362896106,0.25494677444744623,0.08830474710884646,0.4627011720264022,0.027870765322986248,0.036072452767272285,0.23553386181467748,0.16162184231252583,0.04922774906794373,1.9790477422065638E-4,0.13939876302875184,0.05437767058517443,0.15297807902425758,0.16922459978967586,0.28097244514447706,0.060014052591066826,0.08285800772820938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
